Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"3","Albania","1357","Pesticides (total)","5157","Agricultural Use","tonnes","121.000000","121.000000","121.000000","121.000000","201.000000","251.000000","261.890000","272.780000","283.680000","294.570000","305.460000","316.350000","327.250000","338.140000","349.030000","359.920000","370.820000","381.710000","392.600000","403.490000","582.930000","574.620000","353.050000","441.530000","447.890000","590.410000","656.520000","681.140000"
"3","Albania","1309","Insecticides","5157","Agricultural Use","tonnes",,,,"70.000000","117.000000","145.000000",,,,,,,,,,,,,,"213.880000","375.800000","317.070000","157.570000","214.130000","34.480000","184.590000","226.300000","237.590000"
"3","Albania","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,"10.000000","17.000000","22.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,"30.000000","50.000000","64.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,"14.000000","26.000000","30.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,"1.000000","2.000000","2.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,"15.000000","22.000000","27.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1320","Herbicides","5157","Agricultural Use","tonnes",,,,"5.000000","7.000000","8.000000",,,,,,,,,,,,,,"7.970000","6.910000","19.700000","9.770000","22.330000","27.650000","40.200000","19.940000","33.280000"
"3","Albania","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,"1.700000","2.000000","2.100000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,"0.500000","0.700000","0.900000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,"0.500000","0.800000","1.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,"0.100000","0.200000","0.400000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,"0.200000","0.300000","0.300000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,"0.700000","1.000000","1.100000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,"0.200000","0.300000","0.300000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,"1.100000","1.700000","1.900000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes",,,,"44.000000","74.000000","94.000000",,,,,,,,,,,,,,"126.850000","188.530000","208.600000","177.460000","182.480000","277.580000","290.440000","285.230000","296.630000"
"3","Albania","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,"18.000000","32.000000","41.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,"9.000000","15.000000","19.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,"1.000000","2.000000","3.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,"1.000000","1.000000","2.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,"15.000000","24.000000","29.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1353","Insecticides – Seed Treatments","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,"25.220000","2.050000","3.540000","5.200000","1.600000","59.010000","6.770000","7.600000","10.620000"
"3","Albania","1356","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,"15.660000","0.350000","1.230000","2.460000","2.500000",,"0.270000",,
"3","Albania","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,"15.660000","0.350000","1.230000","2.460000","2.500000",,"0.270000",,
"3","Albania","1345","Rodenticides","5157","Agricultural Use","tonnes",,,,"2.000000","3.000000","4.000000",,,,,,,,,,,,,,"13.910000","9.300000","24.480000","0.590000","18.480000","47.780000","68.130000","117.450000","103.040000"
"3","Albania","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes",,,,"1.900000","2.900000","4.000000",,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1347","Rodenticides – Other","5157","Agricultural Use","tonnes",,,,"0.100000","0.100000",,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","1357","Pesticides (total)","5157","Agricultural Use","tonnes","4684.130000","6035.050000","2816.840000","2650.670000","2999.280000","5196.290000","1131.550000","762.820000","439.620000","1168.830000","1673.100000","2177.370000","2681.640000","3185.910000","3690.180000","2726.440000","2419.850000","3478.360000","5635.950000","3084.250000","1785.420000","7528.050000","8896.010000","8185.410000","7067.360000","4432.770000","4069.220000","5983.190000"
"4","Algeria","1309","Insecticides","5157","Agricultural Use","tonnes","1187.920000","1993.920000","708.350000","607.600000","695.330000","1399.340000","496.620000","553.040000","87.730000","325.190000",,,,,"1380.500000","308.930000","236.400000","706.950000","391.410000","497.120000","203.360000","459.730000","392.770000","287.370000","381.300000","323.430000","251.440000","366.990000"
"4","Algeria","1320","Herbicides","5157","Agricultural Use","tonnes","99.280000","129.540000","69.700000","100.980000","134.300000","544.340000","72.420000","81.940000","69.020000","126.480000",,,,,"102.090000","151.700000","180.340000","201.070000","322.330000","202.640000","261.270000","332.520000","357.000000","301.240000","282.200000","205.650000","208.780000","286.320000"
"4","Algeria","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes","3275.400000","3712.800000","1898.400000","1909.800000","2084.400000","2999.400000","553.800000","106.800000","215.400000","633.000000",,,,,"1148.260000","1099.130000","608.060000","779.250000","742.940000","1207.010000","1123.390000","1800.000000","1848.600000","1216.800000","1203.000000","1739.980000","1171.260000","1576.850000"
"4","Algeria","1356","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"1059.340000","1166.680000","1395.050000","1791.100000","4179.270000","1177.480000","197.400000","4935.800000","6297.640000","6380.000000","5200.860000","2163.710000","2437.740000","3753.030000"
"4","Algeria","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,"1059.340000","1166.680000","1395.050000","1791.100000","4179.270000","1177.480000","197.400000","4935.800000","6297.640000","6380.000000","5200.860000","2163.710000","2437.740000","3753.030000"
"4","Algeria","1359","Other Pesticides nes","5157","Agricultural Use","tonnes","121.530000","198.790000","140.390000","32.290000","85.250000","253.210000","8.710000","21.040000","67.470000","84.160000",,,,,,,,,,,,,,,,,,
"4","Algeria","1355","Other Pesticides nes","5157","Agricultural Use","tonnes","121.530000","198.790000","140.390000","32.290000","85.250000","253.210000","8.710000","21.040000","67.470000","84.160000",,,,,,,,,,,,,,,,,,
"7","Angola","1357","Pesticides (total)","5157","Agricultural Use","tonnes","64.000000","81.670000","25.330000","169.000000","25.500000","336.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000","40.000000"
"7","Angola","1309","Insecticides","5157","Agricultural Use","tonnes","56.000000","74.000000","13.000000","153.000000","22.000000","205.000000","37.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes","30.000000","40.000000","1.000000","20.000000","1.000000",,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes","17.000000","12.000000","2.000000","24.000000","12.000000","197.000000","10.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes","5.000000","5.000000","5.000000","20.000000",,,"8.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes","4.000000","17.000000","3.000000","37.000000","7.000000","6.000000","10.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,"2.000000","52.000000","2.000000","2.000000","9.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1320","Herbicides","5157","Agricultural Use","tonnes",,,"2.000000","1.000000","1.000000","129.000000","1.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,"1.000000",,,"111.000000",,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,,"18.000000",,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,"1.000000","1.000000",,,"1.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes","5.000000","5.000000","8.000000","13.000000","0.500000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,"7.000000","7.000000","0.200000",,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,"1.000000",,"0.300000",,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes","5.000000","5.000000",,"6.000000",,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1345","Rodenticides","5157","Agricultural Use","tonnes","3.000000",,,"2.000000","2.000000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,
"7","Angola","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes","3.000000",,,"2.000000","2.000000","1.000000","1.000000",,,,,,,,,,,,,,,,,,,,,
"8","Antigua and Barbuda","1357","Pesticides (total)","5157","Agricultural Use","tonnes","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","7.520000","39.260000","31.500000","28.300000","27.470000","26.640000","26.640000","26.640000"
"8","Antigua and Barbuda","1309","Insecticides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"3.280000","18.920000","22.510000","7.430000",,"8.820000",,
"8","Antigua and Barbuda","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.540000","0.340000",,,,
"8","Antigua and Barbuda","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"1.190000","2.660000","0.010000","0.000000",,"1.080000",,
"8","Antigua and Barbuda","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.570000","10.550000","2.520000","1.840000",,"4.270000",,
"8","Antigua and Barbuda","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"1.040000","2.030000","11.580000","1.800000",,"0.670000",,
"8","Antigua and Barbuda","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.010000","0.000000","0.160000","0.060000",,"0.630000",,
"8","Antigua and Barbuda","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.470000","3.680000","7.700000","3.390000",,"2.170000",,
"8","Antigua and Barbuda","1320","Herbicides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"3.700000","18.650000","4.530000","15.390000",,"17.300000",,
"8","Antigua and Barbuda","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.070000",,"0.100000","0.050000",,"0.420000",,
"8","Antigua and Barbuda","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.000000","0.030000","0.150000","0.110000",,,,
"8","Antigua and Barbuda","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,"0.040000",,,,,,
"8","Antigua and Barbuda","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,"0.010000",,,,,,
"8","Antigua and Barbuda","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.080000","0.020000","0.050000","0.050000",,,,
"8","Antigua and Barbuda","1326","Herbicides – Urea derivates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,"9.110000","0.060000","9.220000",,,,
"8","Antigua and Barbuda","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.010000","0.000000",,,,,,
"8","Antigua and Barbuda","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.770000","2.170000","1.050000","1.500000",,"7.560000",,
"8","Antigua and Barbuda","1330","Herbicides – Uracil","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.110000","2.510000",,,,,,
"8","Antigua and Barbuda","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"2.660000","4.760000","3.120000","4.460000",,"9.320000",,
"8","Antigua and Barbuda","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.540000","1.690000","2.560000","2.350000",,,,
"8","Antigua and Barbuda","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.270000","0.460000","0.490000","0.060000",,,,
"8","Antigua and Barbuda","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.170000","0.190000","0.980000","1.390000",,,,
"8","Antigua and Barbuda","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.080000","0.120000","0.060000","0.060000",,,,
"8","Antigua and Barbuda","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,"0.000000",,,,
"8","Antigua and Barbuda","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.140000","0.030000",,,,
"8","Antigua and Barbuda","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,"0.020000","0.920000","0.890000","0.810000",,,,
"8","Antigua and Barbuda","1352","Fungicides – Seed treatments","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.980000","1.740000",,"0.520000",,
"8","Antigua and Barbuda","1317","Seed Treat Fung – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.980000","1.390000",,"0.370000",,
"8","Antigua and Barbuda","1318","Seed Treat Fung – Benzimidazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000",,
"8","Antigua and Barbuda","1319","Seed Treat Fung – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,"0.030000",,
"8","Antigua and Barbuda","1338","Seed Treat Fung – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,"0.090000",,
"8","Antigua and Barbuda","1339","Seed Treat Fung – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.350000",,"0.030000",,
"8","Antigua and Barbuda","1353","Insecticides – Seed Treatments","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.910000","1.380000",,,,
"8","Antigua and Barbuda","1342","Seed Treat Insect – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.070000","0.170000",,,,
"8","Antigua and Barbuda","1343","Seed Treat Insect – Pyrethroids","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.000000","0.020000",,,,
"8","Antigua and Barbuda","1344","Seed Treat Insect – Other","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.840000","1.190000",,,,
"8","Antigua and Barbuda","1356","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.010000","0.010000",,,,
"8","Antigua and Barbuda","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,,,,,,,"0.010000","0.010000",,,,
"9","Argentina","1357","Pesticides (total)","5157","Agricultural Use","tonnes","26156.000000","26156.000000","26156.000000","26156.000000","30195.000000","37842.000000","54595.000000","77691.000000","62397.000000","73152.150000","83907.290000","94662.440000","105417.590000","116172.730000","126927.880000","137683.030000","148438.170000","185617.650000","202151.410000","138831.470000","234430.380000","219255.930000","215405.950000","211555.980000","207706.000000","203806.980000","199907.950000","196008.930000"
"9","Argentina","1309","Insecticides","5157","Agricultural Use","tonnes",,,,"3503.000000","4883.000000","6188.000000","9456.000000","12535.000000","7964.000000",,,,,,,,"7376.470000","9340.610000","7380.820000","6260.370000","10469.750000","9175.190000",,,"7919.300000",,,"3736.030000"
"9","Argentina","1310","Insecticides – Chlorinated Hydrocarbons","5157","Agricultural Use","tonnes",,,,"44.000000","25.000000","24.000000","25.000000","17.000000","1192.000000",,,,,,,,,,,,,,,,,,,
"9","Argentina","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,"1793.000000","2532.000000","2955.000000","5400.000000","7066.000000","4779.000000",,,,,,,,,,,,,,,,"5932.100000",,,"2211.900000"
"9","Argentina","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,"593.000000","546.000000","904.000000","1338.000000","1802.000000","385.000000",,,,,,,,,,,,,,,,"131.300000",,,"84.400000"
"9","Argentina","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,"131.000000","346.000000","538.000000","804.000000","1269.000000","447.000000",,,,,,,,,,,,,,,,"829.000000",,,"591.500000"
"9","Argentina","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,"23.000000","37.000000","16.000000","48.000000","221.000000","9.000000",,,,,,,,,,,,,,,,"23.600000",,,"19.800000"
"9","Argentina","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,"919.000000","1397.000000","1751.000000","1841.000000","2160.000000","1152.000000",,,,,,,,,,,,,,,,"1003.300000",,,"828.400000"
"9","Argentina","1354","Mineral Oils","5157","Agricultural Use","tonnes",,,,,,,,,"764.000000",,,,,,,,,,,,,,,,"1490.300000",,,"4342.700000"
"9","Argentina","1316","Mineral Oils","5157","Agricultural Use","tonnes",,,,,,,,,"764.000000",,,,,,,,,,,,,,,,"1490.300000",,,"4342.700000"
"9","Argentina","1320","Herbicides","5157","Agricultural Use","tonnes",,,,"17533.000000","19376.000000","24863.000000","38185.000000","55171.000000","47355.000000",,,,,,,,"137191.230000","172246.700000","190431.570000","129017.160000","216992.990000","202811.110000",,,"194257.300000",,,"183685.700000"
"9","Argentina","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,"515.000000","885.000000","453.000000","1550.000000","2880.000000","1772.000000",,,,,,,,,,,,,,,,"4460.800000",,,"7270.000000"
"9","Argentina","1322","Herbicides – Triazines","5157","Agricultural Use","tonnes",,,,"4274.000000","3654.000000","4290.000000","9034.000000","12471.000000","3759.000000",,,,,,,,,,,,,,,,"777.000000",,,"5864.000000"
"9","Argentina","1323","Herbicides – Amides","5157","Agricultural Use","tonnes",,,,"2388.000000","3892.000000","7159.000000","9570.000000","14770.000000","7462.000000",,,,,,,,,,,,,,,,"6574.600000",,,"14018.300000"
"9","Argentina","1324","Herbicides – Carbamates","5157","Agricultural Use","tonnes",,,,"37.000000","28.000000","36.000000","588.000000","650.000000","69.000000",,,,,,,,,,,,,,,,"283.800000",,,"304.300000"
"9","Argentina","1325","Herbicides – Dinitroanilines","5157","Agricultural Use","tonnes",,,,"195.000000","373.000000","1332.000000","900.000000","2950.000000","1222.000000",,,,,,,,,,,,,,,,"18.000000",,,
"9","Argentina","1326","Herbicides – Urea derivates","5157","Agricultural Use","tonnes",,,,"45.000000","57.000000","64.000000","112.000000","745.000000","822.000000",,,,,,,,,,,,,,,,"25.000000",,,"23.000000"
"9","Argentina","1328","Herbicides – Sulfonyl ureas","5157","Agricultural Use","tonnes",,,,"225.000000","436.000000","777.000000","126.000000","225.000000","49.000000",,,,,,,,,,,,,,,,,,,"1.500000"
"9","Argentina","1329","Herbicides – Bipiridils","5157","Agricultural Use","tonnes",,,,"1042.000000","1247.000000","912.000000","1730.000000","1930.000000","440.000000",,,,,,,,,,,,,,,,"591.600000",,,"2213.300000"
"9","Argentina","1330","Herbicides – Uracil","5157","Agricultural Use","tonnes",,,,,,,,,"19.000000",,,,,,,,,,,,,,,,,,,
"9","Argentina","1327","Herbicides – Other","5157","Agricultural Use","tonnes",,,,"8812.000000","8804.000000","9840.000000","14575.000000","18550.000000","31741.000000",,,,,,,,,,,,,,,,"181526.500000",,,"153991.300000"
"9","Argentina","1331","Fungicides and Bactericides","5157","Agricultural Use","tonnes",,,,"4799.000000","5641.000000","6297.000000","6107.000000","9064.000000","6041.000000",,,,,,,,"1794.170000","2486.470000","2661.320000","1984.760000","3730.560000","3852.630000",,,"3955.700000",,,"4198.100000"
"9","Argentina","1332","Fung & Bact – Inorganics","5157","Agricultural Use","tonnes",,,,"1178.000000","2242.000000","2578.000000","1755.000000","2923.000000","2062.000000",,,,,,,,,,,,,,,,"34.000000",,,"358.500000"
"9","Argentina","1333","Fung & Bact – Dithiocarbamates","5157","Agricultural Use","tonnes",,,,"2676.000000","2087.000000","2272.000000","2656.000000","3624.000000","2727.000000",,,,,,,,,,,,,,,,"727.500000",,,"518.400000"
"9","Argentina","1334","Fung & Bact – Benzimidazoles","5157","Agricultural Use","tonnes",,,,"228.000000","362.000000","386.000000","285.000000","497.000000","462.000000",,,,,,,,,,,,,,,,"1033.800000",,,"795.500000"
"9","Argentina","1335","Fung & Bact – Triazoles, diazoles","5157","Agricultural Use","tonnes",,,,"111.000000","277.000000","340.000000","614.000000","770.000000","301.000000",,,,,,,,,,,,,,,,"1174.300000",,,"1250.900000"
"9","Argentina","1336","Fung & Bact – Diazines, morpholines","5157","Agricultural Use","tonnes",,,,"23.000000","6.000000","5.000000",,,"6.000000",,,,,,,,,,,,,,,,,,,
"9","Argentina","1337","Fung & Bact – Other","5157","Agricultural Use","tonnes",,,,"583.000000","667.000000","716.000000","797.000000","1250.000000","483.000000",,,,,,,,,,,,,,,,"986.100000",,,"1274.800000"
"9","Argentina","1356","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,"319.000000","293.000000","491.000000","844.000000","918.000000","270.000000",,,,,,,,"6.490000","12.850000","12.010000","9.150000","17.010000","25.340000",,,"33.000000",,,"46.400000"
"9","Argentina","1341","Plant Growth Regulators","5157","Agricultural Use","tonnes",,,,"319.000000","293.000000","491.000000","844.000000","918.000000","270.000000",,,,,,,,"6.490000","12.850000","12.010000","9.150000","17.010000","25.340000",,,"33.000000",,,"46.400000"
"9","Argentina","1345","Rodenticides","5157","Agricultural Use","tonnes",,,,"2.000000","2.000000","3.000000","3.000000","3.000000","3.000000",,,,,,,,"3.150000","2.700000","3.150000","4.500000","0.900000","0.900000",,,"50.400000",,,
"9","Argentina","1346","Rodenticides – Anti-coagulants","5157","Agricultural Use","tonnes",,,,"1.000000","1.000000","1.000000","3.000000","3.000000","3.000000",,,,,,,,,,,,,,,,,,,
"9","Argentina","1347","Rodenticides – Other","5157","Agricultural Use","tonnes",,,,"1.000000","1.000000","2.000000",,,,,,,,,,,,,,,,,,,"50.400000",,,
"9","Argentina","1359","Other Pesticides nes","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"2066.670000","1528.320000","1662.550000","1555.530000","3219.170000","3390.750000",,,,,,
"9","Argentina","1355","Other Pesticides nes","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,,,,"2066.670000","1528.320000","1662.550000","1555.530000","3219.170000","3390.750000",,,,,,
"1","Armenia","1357","Pesticides (total)","5157","Agricultural Use","tonnes",,,"8.000000","8.000000","23.000000","23.900000","32.000000","41.460000","50.920000","60.380000","69.850000","79.310000","88.770000","98.230000","204.770000","220.510000","227.550000","241.710000","218.200000","198.360000","278.720000","278.720000","278.720000","278.720000","278.720000","278.720000","278.720000","278.720000"
"1","Armenia","1309","Insecticides","5157","Agricultural Use","tonnes",,,,"4.000000","11.000000","13.000000","20.000000",,,,,,,"20.890000","30.680000","41.270000","43.090000","63.800000","73.020000","46.670000","51.950000",,,,,,,
"1","Armenia","1311","Insecticides – Organo-phosphates","5157","Agricultural Use","tonnes",,,,"1.000000","9.000000","8.000000","14.000000",,,,,,,"16.840000","20.680000","32.460000","25.660000","47.760000","58.570000","35.520000","36.860000",,,,,,,
"1","Armenia","1312","Insecticides – Carbamates","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,"0.000000","0.030000",,"0.000000","0.100000","0.400000","0.250000",,,,,,,,
"1","Armenia","1313","Insecticides – Pyrethroids","5157","Agricultural Use","tonnes",,,,"2.000000","1.000000","3.000000","4.000000",,,,,,,"2.780000","5.180000","5.600000","11.790000","11.010000","9.170000","5.630000","8.000000",,,,,,,
"1","Armenia","1314","Insecticides – Botanical products and biologicals","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,"0.010000","0.010000","0.020000","0.190000","0.110000","0.030000","0.130000","0.170000",,,,,,,
"1","Armenia","1315","Insecticides – Other","5157","Agricultural Use","tonnes",,,,"1.000000","1.000000","2.000000","2.000000",,,,,,,"1.260000","4.780000","3.190000","5.450000","4.820000","4.850000","5.140000","6.920000",,,,,,,
"1","Armenia","1354","Mineral Oils","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,"0.380000",,,,,"2.290000",,,,,,,,,
"1","Armenia","1316","Mineral Oils","5157","Agricultural Use","tonnes",,,,,,,,,,,,,,"0.380000",,,,,"2.290000",,,,,,,,,
"1","Armenia","1320","Herbicides","5157","Agricultural Use","tonnes",,,,"3.000000","6.000000","2.000000","4.000000",,,,,,,"13.560000","18.440000","41.940000","28.140000","21.060000","32.840000","48.700000","56.810000",,,,,,,
"1","Armenia","1321","Herbicides – Phenoxy hormone products","5157","Agricultural Use","tonnes",,,,"2.000000","3.000000",,,,,,,,,"11.430000","13.220000","32.520000","14.010000","5.130000","2.660000","16.440000","14.400000",,,,,,,
